signal,gamma,is_short,lb,hz,th,move_ratio,mr_grade,dist_field,dist_bin,n,mfe_p50,mae_p50,mfe_mae,pct_mfe_02,pct_mae_02,recommended_tp,recommended_sl,best_tp,best_sl,best_expected,best_p_tp,best_p_sl
G-做多,negative,False,15,30,0.0005,<30%,★☆☆观望,距Support,near,39,0.0017033457822165149,-0.0005032431223439837,3.384737329906757,0.41025641025641024,0.1794871794871795,0.0017033457822165149,0.001416347517640732,0.003,0.002,0.0008261415573790119,0.15384615384615385,0.15384615384615385
G-做多,negative,False,10,15,0.001,<30%,★☆☆观望,距Support,far,24,0.0021172408156457053,-0.0006277220666131822,3.3728953118839473,0.5416666666666666,0.08333333333333333,0.0021172408156457053,0.0011805937494985385,0.003,0.002,0.0010585932641061988,0.125,0.08333333333333333
G-做多,negative,False,15,15,0.001,50-70%,★★☆可选,距Support,medium,30,0.0014955627855517649,-0.00044434324904197924,3.3657826213771775,0.36666666666666664,0.1,0.0014955627855517649,0.0007949417099157338,0.003,0.002,0.0008529334260413074,0.16666666666666666,0.1
G-做多,negative,False,30,15,0.0015,<30%,★☆☆观望,距Support,far,20,0.0020041052024151376,-0.0005961069489793843,3.361989330683758,0.5,0.05,0.0020041052024151376,0.0009034756352409848,0.003,0.002,0.0013486899819172159,0.15,0.05
G+做空,positive,True,15,15,0.0015,50-70%,★★☆可选,距Support,near,76,0.0017494390880082276,-0.0005235998249761202,3.3411758456718625,0.3684210526315789,0.0,0.0017494390880082276,0.0008955963628666903,0.002,0.002,0.0009101188773974308,0.2631578947368421,0.0
G+做空,positive,True,10,30,0.0015,30-50%,★☆☆观望,距Support,medium,33,0.0020392221113702735,-0.000611531315377568,3.3346160042699187,0.5151515151515151,0.030303030303030304,0.0020392221113702735,0.0009734554603992003,0.002,0.002,0.0008225592462521391,0.48484848484848486,0.0
G+做空,positive,True,30,30,0.0015,30-50%,★☆☆观望,距HedgeWall,far,70,0.0015976913776391565,-0.0004797953104340608,3.3299437132758936,0.37142857142857144,0.07142857142857142,0.0015976913776391565,0.0015837309436005876,0.0025,0.0025,0.0005307775519785179,0.37142857142857144,0.0
G+做多,positive,False,10,30,0.0005,70-100%,★★★推荐,距Support,medium,29,0.0009782524664451728,-0.0002958571084501818,3.3065031682681267,0.3103448275862069,0.1724137931034483,0.0009782524664451728,0.0006369871251390107,0.003,0.002,0.0009164442611386085,0.3103448275862069,0.1724137931034483
G-做多,negative,False,15,30,0.0015,50-70%,★★☆可选,距Support,medium,21,0.001518240319554911,-0.0004616065093938665,3.289035766736708,0.3333333333333333,0.14285714285714285,0.001518240319554911,0.0012146973935174016,0.0025,0.002,0.0004963818332143798,0.19047619047619047,0.14285714285714285
G-做空,negative,True,15,15,0.001,70-100%,★★★推荐,距Support,far,28,0.0013409126281862004,-0.00040806032864807384,3.2860646675179557,0.39285714285714285,0.25,0.0013409126281862004,0.0018676507937554377,0.002,0.002,0.00035221959380424625,0.35714285714285715,0.25
G-做多,negative,False,15,30,0.001,30-50%,★☆☆观望,距HedgeWall,near,57,0.0022886935536882485,-0.0006992220029859262,3.273200133741093,0.543859649122807,0.24561403508771928,0.0022886935536882485,0.001879659676337641,0.0025,0.002,0.0008922956584055702,0.45614035087719296,0.24561403508771928
G+做多,positive,False,30,30,0.002,30-50%,★☆☆观望,距HedgeWall,medium,22,0.0016215014040141984,-0.0004969406120985503,3.2629681787662626,0.13636363636363635,0.0,0.0016215014040141984,0.0011314191847837773,0.0015,0.002,0.0011501468242672932,0.5,0.0
G-做多,negative,False,15,15,0.0005,30-50%,★☆☆观望,距HedgeWall,near,64,0.0015784084660063322,-0.00048627808065922077,3.245896800173616,0.28125,0.1875,0.0015784084660063322,0.0014934652185407769,0.003,0.0025,0.0004791382691555135,0.078125,0.125
G-做空,negative,True,15,15,0.002,70-100%,★★★推荐,距Support,far,21,0.002167330001000196,-0.0006731852426877679,3.219515021373444,0.5238095238095238,0.23809523809523808,0.002167330001000196,0.0009466493316564363,0.002,0.002,0.0005207016000625267,0.47619047619047616,0.23809523809523808
G-做空,negative,True,15,15,0.0005,70-100%,★★★推荐,距Support,far,37,0.001212135923066504,-0.00037855458246323766,3.202010962802748,0.32432432432432434,0.2702702702702703,0.001212135923066504,0.0030933778350906967,0.002,0.002,0.0003162518716407062,0.2972972972972973,0.2702702702702703
G-做多,negative,False,15,30,0.001,50-70%,★★☆可选,距Support,medium,30,0.0016487124198037132,-0.0005185093185165112,3.179716084024847,0.4,0.13333333333333333,0.0016487124198037132,0.0013113405365154757,0.003,0.002,0.0007476018822578549,0.16666666666666666,0.13333333333333333
G+做多,positive,False,10,30,0.001,>100%,★★★推荐,距HedgeWall,near,27,0.0016418838897993197,-0.000517358421727727,3.1735907271330803,0.4074074074074074,0.0,0.0016418838897993197,0.0007428120935222965,0.003,0.002,0.0014004648915760132,0.2962962962962963,0.0
G-做多,negative,False,15,15,0.0005,<30%,★☆☆观望,距Support,near,39,0.0013315418226554799,-0.0004265759864947418,3.121464556870674,0.28205128205128205,0.1794871794871795,0.0013315418226554799,0.001331366623371842,0.003,0.002,0.0005946011758534547,0.05128205128205128,0.15384615384615385
G+做多,positive,False,10,15,0.0005,70-100%,★★★推荐,距Support,medium,29,0.0008699466878825146,-0.0002791661840655668,3.1162323287629756,0.27586206896551724,0.0,0.0008699466878825146,0.0005227158653175702,0.003,0.002,0.0008495276027279086,0.27586206896551724,0.0
G-做多,negative,False,10,15,0.0015,50-70%,★★☆可选,距Support,medium,12,0.0013737911994177797,-0.00044434324904197924,3.0917341545747012,0.4166666666666667,0.3333333333333333,0.0013737911994177797,0.0028176806598714252,0.003,0.0035,0.00033400114297509975,0.08333333333333333,0.08333333333333333
G-做多,negative,False,15,15,0.0005,<30%,★☆☆观望,距Support,far,28,0.001933357830772751,-0.0006277220666131822,3.0799583662941923,0.5,0.10714285714285714,0.001933357830772751,0.0012564384859254602,0.003,0.002,0.001117936040820206,0.10714285714285714,0.10714285714285714
G-做多,negative,False,30,30,0.0005,<30%,★☆☆观望,距Support,far,26,0.002172221539047995,-0.0007057216739151317,3.0780144911763343,0.5769230769230769,0.15384615384615385,0.002172221539047995,0.0011175864446792338,0.003,0.002,0.0011272847170142879,0.4230769230769231,0.15384615384615385
G+做多,positive,False,10,30,0.002,70-100%,★★★推荐,距HedgeWall,medium,10,0.0024418098588109964,-0.0007967813051609691,3.0645923078198876,0.6,0.0,0.0024418098588109964,0.001627797420784163,0.003,0.002,0.0010016947405327627,0.2,0.0
G-做多,negative,False,15,30,0.0015,<30%,★☆☆观望,距Support,medium,122,0.002188657369880581,-0.0007226113911169739,3.028816590473992,0.5163934426229508,0.2459016393442623,0.002188657369880581,0.00188284423027124,0.003,0.002,0.0008645742755971252,0.3770491803278688,0.23770491803278687
G+做多,positive,False,10,15,0.0005,70-100%,★★★推荐,距Support,far,68,0.0008165778448560191,-0.00026999549686391815,3.024412830365044,0.19117647058823528,0.029411764705882353,0.0008165778448560191,0.0006045262758880951,0.002,0.0025,0.000573972799451716,0.17647058823529413,0.0
G+做多,positive,False,15,15,0.0005,70-100%,★★★推荐,距Support,far,84,0.0007300988291302272,-0.0002422109864472348,3.0143093004960693,0.17857142857142858,0.011904761904761904,0.0007300988291302272,0.0005396625006113423,0.002,0.0025,0.0005518395449949822,0.16666666666666666,0.0
G+做空,positive,True,30,30,0.002,<30%,★☆☆观望,距HedgeWall,medium,93,0.0016034906870834118,-0.000533453702373917,3.005866638375053,0.2903225806451613,0.25806451612903225,0.0016034906870834118,0.002038499020984066,0.0015,0.0035,0.0006636667408960776,0.4731182795698925,0.0
G-做空,negative,True,15,30,0.0005,50-70%,★★☆可选,距HedgeWall,medium,68,0.0015854374537242763,-0.0005276441893806163,3.0047473006106027,0.3382352941176471,0.058823529411764705,0.0015854374537242763,0.001118065343084812,0.003,0.0025,0.0006802501122331502,0.1323529411764706,0.0
G-做多,negative,False,10,30,0.0015,<30%,★☆☆观望,距Support,medium,97,0.0028445406526615208,-0.0009492419646441268,2.9966444369407395,0.5876288659793815,0.28865979381443296,0.0028445406526615208,0.0022643848751916144,0.003,0.0025,0.0009234235725307372,0.4329896907216495,0.23711340206185566
G+做空,positive,True,10,30,0.002,50-70%,★★☆可选,距HedgeWall,near,12,0.0021807352875320395,-0.000729032268066386,2.9912740259303043,0.5833333333333334,0.08333333333333333,0.0021807352875320395,0.0013123866667436404,0.0015,0.003,0.00042643371200526214,0.5833333333333334,0.0
G+做空,positive,True,30,30,0.0015,30-50%,★☆☆观望,距HedgeWall,near,42,0.001904552650375568,-0.0006372837284814686,2.9885474322618766,0.47619047619047616,0.0,0.001904552650375568,0.0009426365856953098,0.0025,0.002,0.000912314499194479,0.23809523809523808,0.0
G-做多,negative,False,30,30,0.0015,30-50%,★☆☆观望,距HedgeWall,near,42,0.0022210095317627557,-0.0007446229223622443,2.9827305406027755,0.6190476190476191,0.09523809523809523,0.0022210095317627557,0.00101737410600461,0.0025,0.0025,0.0012788433728263397,0.38095238095238093,0.07142857142857142
G-做多,negative,False,10,15,0.002,30-50%,★☆☆观望,距HedgeWall,near,14,0.0014397790126972954,-0.00048441622530701284,2.9721940295967455,0.42857142857142855,0.21428571428571427,0.0014397790126972954,0.0016443335849696942,0.003,0.002,0.0007177843803182326,0.0,0.14285714285714285
G+做多,positive,False,15,15,0.0005,70-100%,★★★推荐,距HedgeWall,far,124,0.0008489263482402651,-0.00028597965009717125,2.9684851630240603,0.2903225806451613,0.07258064516129033,0.0008489263482402651,0.0008590847177406531,0.003,0.004,0.0007095106569733972,0.12096774193548387,0.0
G+做多,positive,False,10,15,0.001,>100%,★★★推荐,距HedgeWall,near,27,0.0015355069187345221,-0.000517358421727727,2.967975110188932,0.2962962962962963,0.0,0.0015355069187345221,0.0007428120935222965,0.0025,0.002,0.0008580441582037755,0.1111111111111111,0.0
G+做空,positive,True,10,15,0.002,50-70%,★★☆可选,距HedgeWall,far,10,0.002229963609826681,-0.0007517052673232604,2.966539821873719,0.7,0.0,0.002229963609826681,0.0009866386430504779,0.0015,0.002,0.0009387247983295616,0.7,0.0
G-做多,negative,False,30,15,0.001,30-50%,★☆☆观望,距HedgeWall,medium,47,0.0012052217246858628,-0.0004064306358381229,2.9653810968272825,0.19148936170212766,0.1276595744680851,0.0012052217246858628,0.0014006382207918371,0.0025,0.0035,0.00046876529070086,0.0851063829787234,0.0
G+做空,positive,True,10,30,0.0015,50-70%,★★☆可选,距Support,near,43,0.002177083089320418,-0.0007361584402939938,2.9573566913815097,0.627906976744186,0.023255813953488372,0.002177083089320418,0.0010853218683265797,0.002,0.003,0.0008947407808898665,0.4418604651162791,0.0
G+做多,positive,False,15,30,0.0005,70-100%,★★★推荐,距HedgeWall,medium,71,0.0012583175373804595,-0.00042752311845905335,2.9432736688389793,0.2535211267605634,0.19718309859154928,0.0012583175373804595,0.0015102472113778125,0.002,0.002,0.00042637474122733367,0.2535211267605634,0.19718309859154928
G+做多,positive,False,10,15,0.001,70-100%,★★★推荐,距HedgeWall,far,19,0.0016879650998663385,-0.0005743867149443394,2.9387258722199205,0.47368421052631576,0.2631578947368421,0.0016879650998663385,0.0018788970888984305,0.002,0.004,0.0010667407224197252,0.47368421052631576,0.0
G-做多,negative,False,15,30,0.002,70-100%,★★★推荐,距Support,far,12,0.003524884184309318,-0.0012039803048413018,2.9276925628562815,0.5833333333333334,0.4166666666666667,0.003524884184309318,0.00299361114291006,0.003,0.004,0.0009719619154660332,0.5833333333333334,0.0
G-做多,negative,False,10,30,0.0015,30-50%,★☆☆观望,距Support,near,25,0.0025328086550890972,-0.0008673466346354028,2.920180414551083,0.52,0.04,0.0025328086550890972,0.0012736766053166957,0.003,0.0025,0.001619784970380908,0.28,0.0
G+做多,positive,False,30,30,0.002,<30%,★☆☆观望,距HedgeWall,near,86,0.0020666029999878983,-0.0007120793246472209,2.9022089652887155,0.5232558139534884,0.09302325581395349,0.0020666029999878983,0.0010322967271356482,0.0025,0.0025,0.0010635992098756504,0.29069767441860467,0.05813953488372093
G+做空,positive,True,10,15,0.0015,50-70%,★★☆可选,距Support,medium,22,0.001061466244277868,-0.0003685050446659786,2.880465979075009,0.22727272727272727,0.0,0.001061466244277868,0.0006391237307407166,0.0025,0.002,0.0004874852949860422,0.18181818181818182,0.0
G+做空,positive,True,30,15,0.0015,30-50%,★☆☆观望,距HedgeWall,far,70,0.0012204852509730651,-0.0004241715398891445,2.8773388504378064,0.35714285714285715,0.05714285714285714,0.0012204852509730651,0.0011382094100263833,0.003,0.0025,0.0007281206375008939,0.21428571428571427,0.0
G+做多,positive,False,10,30,0.002,70-100%,★★★推荐,距Support,near,19,0.0025033504807719965,-0.0008751518344529529,2.860475613739428,0.631578947368421,0.21052631578947367,0.0025033504807719965,0.0019816571649497973,0.003,0.004,0.0013668234258320646,0.3157894736842105,0.0
G+做空,positive,True,10,15,0.002,50-70%,★★☆可选,距Support,near,19,0.0018022660824063826,-0.0006318162240201275,2.8525163075726407,0.3157894736842105,0.05263157894736842,0.0018022660824063826,0.0009872010602185143,0.0015,0.003,0.000754904575925778,0.631578947368421,0.0
G-做空,negative,True,15,15,0.0015,70-100%,★★★推荐,距Support,far,22,0.0019804872325943504,-0.0006957934676635675,2.8463722708474215,0.5,0.2727272727272727,0.0019804872325943504,0.007849140300678875,0.002,0.002,0.00040612425460513906,0.45454545454545453,0.2727272727272727
G+做多,positive,False,30,30,0.0015,>100%,★★★推荐,距HedgeWall,near,35,0.0015908073421877114,-0.0005608432935223061,2.8364560306977107,0.4,0.05714285714285714,0.0015908073421877114,0.0013060208408489592,0.003,0.002,0.0010155755022624269,0.2571428571428571,0.05714285714285714
G-做空,negative,True,15,15,0.0005,50-70%,★★☆可选,距HedgeWall,medium,68,0.0009213573845052148,-0.0003249733475576629,2.8351783044045797,0.16176470588235295,0.014705882352941176,0.0009213573845052148,0.00075984865939028,0.003,0.002,0.0004437935899105351,0.058823529411764705,0.0
G+做空,positive,True,10,30,0.002,50-70%,★★☆可选,距Support,near,19,0.0022048392268130116,-0.0007786272627039839,2.8317005227329686,0.7368421052631579,0.05263157894736842,0.0022048392268130116,0.0011218743620902355,0.002,0.003,0.0008590126841078009,0.47368421052631576,0.0
G-做空,negative,True,10,15,0.001,30-50%,★☆☆观望,距HedgeWall,medium,44,0.0015790457281479034,-0.0005581493330950454,2.829073931508242,0.4090909090909091,0.0,0.0015790457281479034,0.0009999694466892323,0.003,0.002,0.0008509446460608684,0.11363636363636363,0.0
G-做多,negative,False,15,15,0.002,<30%,★☆☆观望,距Support,medium,94,0.0016827585649696669,-0.0006009998107853679,2.7999319380328758,0.425531914893617,0.20212765957446807,0.0016827585649696669,0.00147068093516452,0.003,0.002,0.00073434645572856,0.1595744680851064,0.18085106382978725
G-做多,negative,False,15,30,0.0015,<30%,★☆☆观望,距HedgeWall,far,229,0.002487524458129179,-0.0008886165160104809,2.7993227824496563,0.5676855895196506,0.2925764192139738,0.002487524458129179,0.002438470276410471,0.003,0.002,0.0007656224054211388,0.37117903930131,0.27510917030567683
G+做多,positive,False,30,15,0.002,30-50%,★☆☆观望,距HedgeWall,medium,22,0.0013881063105310896,-0.0004969406120985503,2.7933042233541756,0.045454545454545456,0.0,0.0013881063105310896,0.0009966784033988603,0.0015,0.002,0.0009452211252850589,0.2727272727272727,0.0
G-做多,negative,False,30,15,0.0005,<30%,★☆☆观望,距Support,far,26,0.0019324553441027342,-0.0006959676494011926,2.7766453595442404,0.5,0.07692307692307693,0.0019324553441027342,0.0010069285316445015,0.003,0.002,0.0009528350011403594,0.11538461538461539,0.07692307692307693
G-做空,negative,True,15,15,0.0015,50-70%,★★☆可选,距Support,near,44,0.001665527698213714,-0.000600228494041164,2.7748227795721596,0.36363636363636365,0.22727272727272727,0.001665527698213714,0.0014025209422674108,0.0015,0.002,0.0006529418349860549,0.5454545454545454,0.13636363636363635
G-做空,negative,True,15,15,0.002,50-70%,★★☆可选,距Support,near,25,0.0016471270729678934,-0.0005957576100587714,2.7647604414241633,0.32,0.24,0.0016471270729678934,0.0016648395267077787,0.003,0.0035,0.0008379852518601401,0.12,0.04
G-做多,negative,False,30,15,0.002,50-70%,★★☆可选,距HedgeWall,far,57,0.0019592792480668383,-0.0007089132616661592,2.7637785241341706,0.47368421052631576,0.12280701754385964,0.0019592792480668383,0.0013052510218741226,0.003,0.0025,0.0009640537981333405,0.2631578947368421,0.05263157894736842
G+做多,positive,False,30,30,0.002,<30%,★☆☆观望,距Support,near,105,0.0020032260130440275,-0.000725911825910186,2.7595996394359306,0.5047619047619047,0.09523809523809523,0.0020032260130440275,0.001081750935309742,0.0025,0.0025,0.0010217455176689955,0.23809523809523808,0.047619047619047616
G+做空,positive,True,30,15,0.0015,<30%,★☆☆观望,距HedgeWall,far,132,0.0009337955257069003,-0.0003384240313132826,2.759247096263315,0.05303030303030303,0.045454545454545456,0.0009337955257069003,0.0007877197218838775,0.0025,0.003,0.00018765842884375418,0.03787878787878788,0.0
G+做空,positive,True,30,15,0.0015,50-70%,★★☆可选,距Support,near,101,0.0011222571002614276,-0.00040792392218855006,2.7511431402218656,0.18811881188118812,0.039603960396039604,0.0011222571002614276,0.0007482191657428416,0.0015,0.003,0.0003883869359488687,0.3069306930693069,0.0
G-做空,negative,True,10,30,0.001,70-100%,★★★推荐,距HedgeWall,medium,42,0.001602041761935943,-0.0005831798426756473,2.7470801366962982,0.40476190476190477,0.3333333333333333,0.001602041761935943,0.0023310736206944367,0.003,0.002,0.0006547129684850552,0.3333333333333333,0.3333333333333333
G-做空,negative,True,10,15,0.0005,50-70%,★★☆可选,距Support,near,93,0.0016507927183004151,-0.0006013070747946517,2.745340588025122,0.3548387096774194,0.23655913978494625,0.0016507927183004151,0.0016542324031404052,0.0025,0.002,0.0005811136110950388,0.25806451612903225,0.20430107526881722
G-做空,negative,True,10,30,0.0015,30-50%,★☆☆观望,距HedgeWall,medium,21,0.0022467205008419797,-0.00081968917149019,2.7409420289857622,0.5238095238095238,0.19047619047619047,0.0022467205008419797,0.0016451890481235941,0.002,0.002,0.0012751473425842608,0.47619047619047616,0.047619047619047616
G+做空,positive,True,30,15,0.002,50-70%,★★☆可选,距Support,near,80,0.0014133910387161101,-0.0005175368916749068,2.730995725042802,0.2125,0.05,0.0014133910387161101,0.0009142731053291616,0.0015,0.003,0.00042378856151455705,0.3625,0.0
G+做空,positive,True,30,30,0.002,30-50%,★☆☆观望,距Support,medium,71,0.0015991494569463428,-0.0005859247524283582,2.729274450889277,0.4084507042253521,0.04225352112676056,0.0015991494569463428,0.0009513847867115076,0.0025,0.002,0.0008521814751184774,0.28169014084507044,0.014084507042253521
G-做多,negative,False,15,15,0.002,<30%,★☆☆观望,距HedgeWall,far,165,0.0016951689951927422,-0.0006228612708481483,2.721583560468346,0.4,0.18181818181818182,0.0016951689951927422,0.0013884429087652863,0.003,0.002,0.0007309902244013149,0.12727272727272726,0.1696969696969697
G-做多,negative,False,15,30,0.002,30-50%,★☆☆观望,距Support,near,33,0.0018920992073638346,-0.0006958734851340969,2.7190275930677563,0.48484848484848486,0.030303030303030304,0.0018920992073638346,0.001275164385969676,0.0025,0.0025,0.0013051453086498032,0.42424242424242425,0.0
G+做空,positive,True,30,30,0.0015,30-50%,★☆☆观望,距Support,near,43,0.0019111302468213997,-0.0007030484473614712,2.718347866343833,0.4883720930232558,0.0,0.0019111302468213997,0.0009355815985677435,0.0025,0.002,0.0009060834810129953,0.23255813953488372,0.0
G-做多,negative,False,30,15,0.001,<30%,★☆☆观望,距Support,far,22,0.0017335493960195089,-0.0006389289161019577,2.7132116771232124,0.45454545454545453,0.045454545454545456,0.0017335493960195089,0.0010069285316445015,0.003,0.002,0.0010850066239772667,0.13636363636363635,0.045454545454545456
G-做多,negative,False,10,30,0.0015,30-50%,★☆☆观望,距HedgeWall,near,32,0.0025595524448200355,-0.0009465431409279488,2.704105427578044,0.53125,0.4375,0.0025595524448200355,0.004068856080042173,0.003,0.002,0.0005203769836006848,0.3125,0.4375
G-做空,negative,True,10,15,0.0015,50-70%,★★☆可选,距Support,near,36,0.0016218330020770096,-0.000600228494041164,2.7020260087249097,0.3333333333333333,0.19444444444444445,0.0016218330020770096,0.0015036874613024982,0.0025,0.0035,0.000809931737347598,0.19444444444444445,0.0
G+做多,positive,False,30,30,0.0015,<30%,★☆☆观望,距Support,near,183,0.0018228282431152166,-0.0006752878414423348,2.6993352038174887,0.43169398907103823,0.09289617486338798,0.0018228282431152166,0.0010938629273571226,0.0025,0.0025,0.0008821733650420775,0.1912568306010929,0.04371584699453552
G+做空,positive,True,30,15,0.002,<30%,★☆☆观望,距HedgeWall,medium,93,0.0010807410455014339,-0.000404589618055853,2.6712031087071524,0.12903225806451613,0.08602150537634409,0.0010807410455014339,0.0006584812973830375,0.003,0.0035,0.0006305045579589534,0.021505376344086023,0.0
G+做空,positive,True,30,30,0.002,50-70%,★★☆可选,距Support,near,80,0.001823996565572721,-0.0006829930820232203,2.6705930317325075,0.4375,0.0875,0.001823996565572721,0.0012794905260816493,0.0015,0.003,0.00040955765577708466,0.5375,0.0125
G+做空,positive,True,30,15,0.002,<30%,★☆☆观望,距Support,medium,137,0.000971928846460649,-0.000366744963805696,2.6501491291795447,0.08759124087591241,0.08029197080291971,0.000971928846460649,0.0007451231688598125,0.003,0.0035,0.00035208839890873175,0.014598540145985401,0.0
G+做空,positive,True,15,30,0.0015,30-50%,★☆☆观望,距Support,medium,70,0.0016355990633792595,-0.0006186749347525896,2.64371315452329,0.45714285714285713,0.04285714285714286,0.0016355990633792595,0.0009760683599098583,0.003,0.002,0.0007264358189639452,0.15714285714285714,0.02857142857142857
G+做空,positive,True,30,30,0.0015,<30%,★☆☆观望,距HedgeWall,medium,172,0.0013315161295046245,-0.0005078301829064345,2.6219712303905154,0.20348837209302326,0.19186046511627908,0.0013315161295046245,0.0011122059468957263,0.0015,0.0035,0.0004393610659791714,0.3430232558139535,0.0
G+做空,positive,True,10,30,0.0015,50-70%,★★☆可选,距HedgeWall,near,28,0.0016564649173933998,-0.0006320456574106716,2.6207994596142155,0.5,0.03571428571428571,0.0016564649173933998,0.0010672996594387795,0.0015,0.003,0.0005873712664236955,0.5,0.0
G-做多,negative,False,30,30,0.002,<30%,★☆☆观望,距HedgeWall,far,216,0.0023403347559873408,-0.000899725728672823,2.6011646454076027,0.5509259259259259,0.24074074074074073,0.0023403347559873408,0.0018794893569757305,0.003,0.004,0.000951377704024445,0.4027777777777778,0.023148148148148147
G-做空,negative,True,10,15,0.001,50-70%,★★☆可选,距Support,medium,11,0.0016432246327197433,-0.0006337107399872125,2.5930200153352327,0.45454545454545453,0.18181818181818182,0.0016432246327197433,0.0015246647723391746,0.002,0.0035,0.0008654502197195988,0.36363636363636365,0.0
G-做多,negative,False,10,30,0.002,<30%,★☆☆观望,距Support,medium,65,0.0028382185322872373,-0.0011010354868721476,2.577772075585073,0.5692307692307692,0.3230769230769231,0.0028382185322872373,0.00322173610177572,0.003,0.0025,0.0007525898443163912,0.4153846153846154,0.27692307692307694
G-做多,negative,False,15,15,0.0005,>100%,★★★推荐,距Support,near,76,0.0019420901012630561,-0.0007560692194118763,2.5686670630154076,0.4868421052631579,0.19736842105263158,0.0019420901012630561,0.0016369406763058793,0.003,0.002,0.000726824941096117,0.17105263157894737,0.18421052631578946
G+做空,positive,True,30,30,0.002,30-50%,★☆☆观望,距HedgeWall,far,41,0.001632568802671492,-0.000637057002624723,2.5626730354508074,0.4146341463414634,0.0975609756097561,0.001632568802671492,0.001699685918021329,0.003,0.0025,0.0006421882627245967,0.36585365853658536,0.0
G+做空,positive,True,30,15,0.0015,<30%,★☆☆观望,距Support,medium,280,0.0009327657905484444,-0.000366206823750411,2.5471010643542047,0.07857142857142857,0.060714285714285714,0.0009327657905484444,0.0006675149905808043,0.003,0.0035,0.0003279332565846437,0.010714285714285714,0.0
G+做空,positive,True,30,30,0.002,<30%,★☆☆观望,距Support,medium,137,0.0013872359471961949,-0.000545253099218616,2.5442055243412582,0.29927007299270075,0.291970802919708,0.0013872359471961949,0.0021517314920331152,0.003,0.0025,0.00039026538655612,0.16058394160583941,0.11678832116788321
G-做多,negative,False,15,15,0.0015,50-70%,★★☆可选,距HedgeWall,far,48,0.0018528598691269535,-0.0007304310162164695,2.5366664722488217,0.4583333333333333,0.2916666666666667,0.0018528598691269535,0.0023390416486010488,0.003,0.002,0.0004627688878446047,0.2916666666666667,0.2708333333333333
G-做多,negative,False,10,30,0.0015,<30%,★☆☆观望,距HedgeWall,far,169,0.002289891116435642,-0.0009039236414334571,2.533279373912928,0.5621301775147929,0.33136094674556216,0.002289891116435642,0.003139503973649583,0.003,0.002,0.0006536375361903075,0.34911242603550297,0.3254437869822485
G-做多,negative,False,30,15,0.002,30-50%,★☆☆观望,距Support,medium,55,0.001519834825498166,-0.0005999822115826059,2.5331331432130537,0.38181818181818183,0.16363636363636364,0.001519834825498166,0.001633423863271193,0.0025,0.0035,0.0006005950243779026,0.18181818181818182,0.0
G+做多,positive,False,30,15,0.0015,>100%,★★★推荐,距HedgeWall,medium,17,0.0010763899581909236,-0.0004254036110050218,2.5302793167362583,0.35294117647058826,0.0,0.0010763899581909236,0.0006327876534770908,0.003,0.002,0.0012545839970814932,0.35294117647058826,0.0
G+做多,positive,False,30,15,0.0015,>100%,★★★推荐,距Support,medium,17,0.0010763899581909236,-0.0004254036110050218,2.5302793167362583,0.35294117647058826,0.0,0.0010763899581909236,0.0006327876534770908,0.003,0.002,0.0012545839970814932,0.35294117647058826,0.0
G+做多,positive,False,10,15,0.0005,70-100%,★★★推荐,距HedgeWall,far,96,0.0009108806936793164,-0.000363167684344154,2.508154587939947,0.2708333333333333,0.09375,0.0009108806936793164,0.000881015753569963,0.002,0.004,0.0006605159777964832,0.2604166666666667,0.0
G-做多,negative,False,15,30,0.002,30-50%,★☆☆观望,距Support,medium,49,0.0018157564296748803,-0.0007239493443575643,2.5081263541804715,0.4489795918367347,0.3673469387755102,0.0018157564296748803,0.0041878753602111116,0.003,0.002,0.00045666888370933403,0.14285714285714285,0.3673469387755102
G-做多,negative,False,30,15,0.0015,50-70%,★★☆可选,距HedgeWall,far,72,0.0018491156255275897,-0.0007378028309947626,2.5062463138484703,0.4166666666666667,0.16666666666666666,0.0018491156255275897,0.0013503660395005417,0.003,0.0025,0.0007182411880012664,0.2222222222222222,0.041666666666666664
G+做多,positive,False,30,30,0.0005,70-100%,★★★推荐,距HedgeWall,far,140,0.0024058429303741614,-0.0009603409372243473,2.505196682886098,0.5642857142857143,0.1357142857142857,0.0024058429303741614,0.0013873633978406122,0.002,0.004,0.0010671919384810772,0.5571428571428572,0.0
G+做空,positive,True,30,15,0.0015,50-70%,★★☆可选,距HedgeWall,medium,73,0.0008460589118700429,-0.0003382880873016143,2.5010011987673253,0.0410958904109589,0.0,0.0008460589118700429,0.0007061000907842868,0.001,0.002,5.675417189737335e-05,0.1917808219178082,0.0
G+做空,positive,True,30,15,0.0015,<30%,★☆☆观望,距HedgeWall,medium,172,0.0010169330095886843,-0.00040681492187065417,2.4997436301316784,0.09883720930232558,0.06395348837209303,0.0010169330095886843,0.0006523301823827026,0.003,0.0035,0.0004806378969916995,0.011627906976744186,0.0
G-做空,negative,True,30,30,0.002,30-50%,★☆☆观望,距HedgeWall,near,27,0.002266632709622344,-0.0009085089509119557,2.4948930963719316,0.5555555555555556,0.25925925925925924,0.002266632709622344,0.002082972004067319,0.003,0.0025,0.001008628080151671,0.14814814814814814,0.07407407407407407
